taxon_id,taxon_name,rank,ancestry,marine
2,Animalia,kingdom,1,True
3,Actinopterygii,class,1/2/4,True
4,Chordata,phylum,1/2,True
5,Aves,class,1/2/4,True
6,Reptilia,class,1/2/4,True
7,Amphibia,class,1/2/4,True
8,Mammalia,class,1/2/4,True
9,Arachnida,class,1/2/10,True
10,Arthropoda,phylum,1/2,True
11,Insecta,class,1/2/10,True
12,Plantae,kingdom,1,True
13,Fungi,kingdom,1,True
14,Protozoa,kingdom,1,True
15,Mollusca,phylum,1/2,True
16,Chromista,kingdom,1,True
17,Ascomycota,phylum,1/13,True
18,Basidiomycota,phylum,1/13,True
19,Foraminifera,phylum,1/16,True
20,Paraphysomonas foraminifera,species,1/16/22/23/24/25/21,True
21,Paraphysomonas,genus,1/16/22/23/24/25,True
22,Ochrophyta,phylum,1/16,True
23,Chrysophyceae,class,1/16/22,True
24,Ochromonadales,order,1/16/22/23,True
25,Synuraceae,family,1/16/22/23/24,True
26,Barbarorthis foraminifera,species,1/2/57/144/27,False
27,Barbarorthis,genus,1/2/57/144,False
28,Shorea foraminifera,species,1/12/257878/263906/31/32/33/29,False
29,Shorea,genus,1/12/257878/263906/31/32/33,False
30,Magnoliophyta,phylum,1/12,False
31,Magnoliopsida,class,1/12/257878/263906,True
32,Theales,order,1/12/257878/263906/31,False
33,Dipterocarpaceae,family,1/12/257878/263906/31/32,False
34,Bauhinia foraminifera,variety,1/12/257878/263906/31/36/37/35,False
35,Bauhinia,genus,1/12/257878/263906/31/36/37,False
36,Fabales,order,1/12/257878/263906/31,False
37,Fabaceae,family,1/12/257878/263906/31/36,False
38,Edilemma foraminifera,species,1/2/10/9/40/41/39,False
39,Edilemma,genus,1/2/10/9/40/41,False
40,Araneae,order,1/2/10/9,True
41,Salticidae,family,1/2/10/9/40,True
42,Chrysodema foraminifera,species,1/2/10/11/265025/324/43,False
43,Chrysodema,genus,1/2/10/11/265025/324,False
44,Rhaphidophora foraminifera,species,1/2/10/11/265025/46/47/48/45,False
45,Rhaphidophora,genus,1/2/10/11/265025/46/47/48,False
46,Orthoptera,order,1/2/10/11/265025,True
47,Rhaphidophoroidea,superfamily,1/2/10/11/265025/46,False
48,Rhaphidophoridae,family,1/2/10/11/265025/46/47,False
49,Bryophyta,phylum,1/12,True
50,Cnidaria,phylum,1/2,True
51,Annelida,phylum,1/2,True
52,Platyhelminthes,phylum,1/2,True
53,Echinodermata,phylum,1/2,True
54,Nematoda,phylum,1/2,True
55,Bryozoa,phylum,1/2,True
56,Porifera,phylum,1/2,True
57,Brachiopoda,phylum,1/2,True
58,Marchantiophyta,phylum,1/12,False
59,Ciliophora,genus,1/13/17/60/61/62,True
60,Not assigned,class,1/13/17,False
64,Rhodophyta,phylum,1/12,True
65,Proteobacteria,phylum,1/66,True
66,Bacteria,kingdom,1,True
67,Chlorophyta,phylum,1/12,True
68,Myzozoa,phylum,1/16,True
69,Actinobacteria,phylum,1/66,True
70,Glomeromycota,phylum,1/13,False
71,Radiolaria,phylum,1,False
72,Bacteroidetes,phylum,1/66,True
73,Rotifera,phylum,1/2,True
74,Cyanobacteria,phylum,1/66,True
75,Zygomycota,phylum,1/13,True
76,Mycetozoa,phylum,1/14,False
77,Firmicutes,phylum,1/66,True
78,Nemertea,phylum,1/2,True
79,Oomycota,phylum,1/16,True
80,Chytridiomycota,phylum,1/13,True
81,Acanthocephala,genus,1/2/10/11/265025/82/241072/241363/83/84,True
82,Hemiptera,order,1/2/10/11/265025,True
83,Coreoidea,superfamily,1/2/10/11/265025/82/241072/241363,False
84,Coreidae,family,1/2/10/11/265025/82/241072/241363/83,False
86,Tardigrada,phylum,1/2,True
87,Haptophyta,phylum,1/16,True
88,Microsporidia,phylum,1/14,True
89,Euglenozoa,phylum,1/14,True
90,Hemichordata,phylum,1/2,True
91,Sipuncula,phylum,1/2/51,True
92,Gastrotricha,phylum,1/2,True
93,Chloroflexi,phylum,1/66,True
94,Amoebozoa,phylum,1/14,True
95,Verrucomicrobia,phylum,1/66,True
96,Charophyta,phylum,1/12,True
99,Planctomycetes,phylum,1/66,True
100,Pisuviricota,phylum,1,False
101,Negarnaviricota,phylum,1,False
102,Kitrinoviricota,phylum,1,False
103,Cressdnaviricota,phylum,1,False
104,Acidobacteria,phylum,1/66,True
105,Anthocerotophyta,phylum,1/12,False
106,Kinorhyncha,phylum,1/2,True
107,Crenarchaeota,phylum,1/322,True
108,Spirochaetes,phylum,1/66,True
109,Onychophora,genus,1/13/17/60,False
111,Cercozoa,phylum,1/14,True
112,Chaetognatha,phylum,1/2,True
113,Nematomorpha,phylum,1/2,True
114,Choanozoa,phylum,1/14,True
115,Liliopsida,class,1/12/257878/263906,False
116,Gastropoda,class,1/2/15,True
117,Agaricomycetes,class,1/13/18,True
118,Malacostraca,class,1/2/10/240789/258785,True
119,Bivalvia,class,1/2/15,True
120,Dothideomycetes,class,1/13/17,True
122,Bacillariophyceae,class,1/16/22,True
123,Bacillariophyta,phylum,1/12,True
124,Sordariomycetes,class,1/13/17,True
125,Lecanoromycetes,class,1/13/17,True
126,Bryopsida,class,1/12/49,True
127,Cephalopoda,class,1/2/15,True
128,Anthozoa,class,1/2/50,True
130,Leotiomycetes,class,1/13/17,True
131,Polychaeta,class,1/2/51,True
133,Diplopoda,class,1/2/10,False
136,Eurotiomycetes,class,1/13/17,True
138,Ostracoda,class,1/2/10,True
139,Collembola,order,1/2/10/140,True
140,Entognatha,class,1/2/10,False
141,Demospongiae,class,1/2/56,True
142,Jungermanniopsida,class,1/12/58,False
143,Clitellata,class,1/2/51,True
144,Rhynchonellata,class,1/2/57,True
145,Trematoda,class,1/2/52,True
146,Gymnolaemata,class,1/2/55,True
151,Vatesus trilobita,species,1/2/10/11/265025/324/152,False
152,Vatesus,genus,1/2/10/11/265025/324,False
153,Sundanina trilobita,species,1/2/10/133/155/156/154,False
154,Sundanina,genus,1/2/10/133/155/156,False
155,Polydesmida,order,1/2/10/133,True
156,Paradoxosomatidae,family,1/2/10/133/155,False
159,Dichaetophora trilobita,species,1/2/10/11/265025/161/162/160,False
160,Dichaetophora,genus,1/2/10/11/265025/161/162,False
161,Diptera,order,1/2/10/11/265025,True
162,Drosophilidae,family,1/2/10/11/265025/161,False
163,Lingulina trilobita,species,1/16/19/164,True
164,Lingulina,genus,1/16/19,True
167,Melanopsis fusulatina,species,1/2/15/116/261862/240679/1673/168,True
168,Melanopsis,genus,1/2/15/116/261862/240679/1673,True
169,Pucciniomycetes,class,1/13/18,False
170,Stenolaemata,class,1/2/55,True
171,Florideophyceae,class,1/12/64,True
172,Pezizomycetes,class,1/13/17,True
173,Echinoidea,class,1/2/53,True
174,Pinopsida,class,1/12/257878,False
175,Pinophyta,phylum,1/12,False
176,Hydrozoa,class,1/2/50,True
177,Elasmobranchii,class,1/2/4,True
178,Gammaproteobacteria,class,1/66/65,True
182,Lycopodiopsida,class,1/12/257878,False
183,Lycopodiophyta,phylum,1/12,False
184,Saccharomycetes,class,1/13/17,True
185,Chilopoda,class,1/2/10,True
186,Asteroidea,class,1/2/53,True
187,Cestoda,class,1/2/52,True
188,Ophiuroidea,class,1/2/53,True
189,Ascidiacea,class,1/2/4/35150,True
190,Crinoidea,class,1/2/53,True
191,Glomeromycetes,class,1/13/70,False
192,Alphaproteobacteria,class,1/66/65,True
193,Holothuroidea,class,1/2/53,True
194,Maxillopoda,class,1/2/10,True
195,Zygnematophyceae,class,1/12/67,False
196,Eurotatoria,class,1/2/73,True
203,Branchiopoda,class,1/2/10/240789,True
206,Bacilli,class,1/66/77,False
210,Myxomycetes,class,1/14/76,False
211,Polyplacophora,class,1/2/15,True
212,Phaeophyceae,class,1/16/22,True
213,Arthoniomycetes,class,1/13/17,True
214,Chlorophyceae,class,1/12/67,True
215,Ulvophyceae,class,1/12/67,True
216,Tremellomycetes,class,1/13/18,True
218,Ustilaginomycetes,class,1/13/18,True
219,Clostridia,class,1/66/77,True
220,Hexactinellida,class,1/2/56,True
224,Laboulbeniomycetes,class,1/13/17,True
225,Pycnogonida,class,1/2/10,True
226,Calcarea,class,1/2/56,True
228,Prymnesiophyceae,class,1/16/87,True
229,Orbiliomycetes,class,1/13/17,True
234,Microbotryomycetes,class,1/13/18,True
238,Cycadopsida,class,1/12/257878/263906,False
239,Cycadophyta,phylum,1/12,False
240,Chytridiomycetes,class,1/13/80,True
241,Microsporea,class,1/13/242,True
242,Microspora,phylum,1/13,True
243,Exobasidiomycetes,class,1/13/18,False
244,Sphagnopsida,class,1/12/49,False
245,Eutardigrada,class,1/2/86,True
249,Scaphopoda,class,1/2/15,True
250,Pauropoda,class,1/2/10,True
254,Marchantiopsida,class,1/12/58,False
255,Lingulata,class,1/2/57,True
256,Pterobranchia,class,1/2/90,True
258,Charophyceae,class,1/12/67,True
263,Sarcopterygii,class,1/2/4,True
267,Lichinomycetes,class,1/13/17,True
268,Protura,order,1/2/10/140,False
272,Scyphozoa,class,1/2/50,True
274,Sipunculidea,class,1/2/51/91,True
275,Diplura,genus,1/16/22/212/276/277,True
276,Scytosiphonales,order,1/16/22/212,True
277,Scytosiphonaceae,family,1/16/22/212/276,True
279,Trebouxiophyceae,class,1/12/67,True
280,Heterotardigrada,class,1/2/86,True
281,Verrucomicrobiae,class,1/66/95,True
283,Monoplacophora,class,1/2/15,True
284,Gnetopsida,class,1/12/257878,False
285,Gnetophyta,phylum,1/12,False
287,Turbellaria,class,1/2/52,True
291,Holocephali,class,1/2/4,True
292,Anthocerotopsida,class,1/12/105,False
293,Dacrymycetes,class,1/13/18,False
294,Merostomata,class,1/2/10,True
302,Ginkgoopsida,class,1/12/257878,False
303,Ginkgophyta,phylum,1/12,False
304,Xanthophyceae,class,1/16/22,True
305,Phascolosomatidea,class,1/2/51/91,True
313,Cephalaspidomorphi,class,1/2/4,True
315,Taphrinomycetes,class,1/13/17,False
316,Anaerolineae,class,1/66/93,False
321,Halobacteria,class,1/322/323,True
322,Archaea,kingdom,1,True
323,Euryarchaeota,phylum,1/322,True
324,Coleoptera,order,1/2/10/11/265025,True
325,Lepidoptera,order,1/2/10/11/265025,False
326,Hymenoptera,order,1/2/10/11/265025,False
327,Asterales,order,1/12/257878/263906/31,True
328,Poales,order,1/12/257878/263906/115,True
329,Asparagales,order,1/12/257878/263906/115,False
330,Lamiales,order,1/12/257878/263906/31,True
331,Caryophyllales,order,1/12/257878/263906/31,True
332,Gentianales,order,1/12/257878/263906/31,True
333,Agaricales,order,1/13/18/117,True
334,Stylommatophora,order,1/2/15/116/261864/261865/261866/261872,False
335,Malpighiales,order,1/12/257878/263906/31,True
336,Rosales,order,1/12/257878/263906/31,False
337,Neogastropoda,order,1/2/15/116/261862,True
338,Polypodiales,order,1/12/257878/121,True
339,Pteridophyta,phylum,1/12,False
340,Filicopsida,class,1/12/339,False
341,Ericales,order,1/12/257878/263906/31,True
342,Myrtales,order,1/12/257878/263906/31,True
343,Perciformes,order,1/2/4/3/264553/264556,True
344,Decapoda,order,1/2/10/240789/258785/118,True
346,Squamata,order,1/2/4/6,True
347,Passeriformes,order,1/2/4/5,True
349,Malvales,order,1/12/257878/263906/31,True
350,Sapindales,order,1/12/257878/263906/31,True
351,Ranunculales,order,1/12/257878/263906/31,True
352,Apiales,order,1/12/257878/263906/31,True
353,Trombidiformes,order,1/2/10/9/263163/263164,True
354,Pleosporales,order,1/13/17/120,True
358,Kepinospira ammonoidea,species,1/2/15/116/359,False
359,Kepinospira,family,1/2/15/116,False
360,Lecanorales,order,1/13/17/125,True
361,Solanales,order,1/12/257878/263906/31,True
365,Anura,genus,1/12/257878/263906/31/327/366,True
366,Asteraceae,family,1/12/257878/263906/31/327,True
368,Sarcoptiformes,order,1/2/10/9/263163/263164,True
369,Trichoptera,order,1/2/10/11/265025,True
370,Naviculales,order,1/16/22/122,True
371,Helotiales,order,1/13/17/130,True
372,Amphipoda,order,1/2/10/240789/258785/118,True
373,Isopoda,order,1/2/10/240789/258785/118,True
374,Polyporales,order,1/13/18/117,True
375,Neuroptera,order,1/2/10/11/265025,False
377,Scleractinia,order,1/2/50/128,True
378,Hypocreales,order,1/13/17/124,True
379,Blattodea,order,1/2/10/11/265025,False
380,Capnodiales,order,1/13/17/120,True
381,Cypriniformes,order,1/2/4/3/264553/264556/264561,True
382,Rodentia,order,1/2/4/8,True
383,Podocopida,order,1/2/10/138,True
384,Hypnales,order,1/12/49/126,False
385,Alismatales,order,1/12/257878/263906/115,True
387,Cheilostomatida,order,1/2/55/146,True
388,Plagiorchiida,order,1/2/52/145,True
389,Odonata,order,1/2/10/11/265025,True
390,Rhabditida,order,1/2/54/391,True
391,Secernentea,class,1/2/54,True
392,Pucciniales,order,1/13/18/169,False
393,Russulales,order,1/13/18/117,True
394,Architaenioglossa,order,1/2/15/116/261862,False
395,Mesostigmata,order,1/2/10/9,True
396,Eurotiales,order,1/13/17/136,True
397,Thysanoptera,order,1/2/10/11/265025,True
398,Fagales,order,1/12/257878/263906/31,False
399,Pezizales,order,1/13/17/172,True
400,Piperales,order,1/12/257878/263906/31,False
401,Laurales,order,1/12/257878/263906/31,False
402,Phyllodocida,order,1/2/51/131,True
403,Opiliones,order,1/2/10/9,False
406,Siluriformes,order,1/2/4/3/264553/264556/264561,True
408,Jungermanniales,order,1/12/58/142,False
409,Crassiclitellata,order,1/2/51/143,True
410,Xylariales,order,1/13/17/124,True
411,Arecales,order,1/12/257878/263906/115,True
413,Veneridae,family,1/2/15/119/261838/261841/261843/261846/412/89805,True
414,Santalales,order,1/12/257878/263906/31,False
415,Magnoliales,order,1/12/257878/263906/31,False
416,Pinales,order,1/12/257878/174,False
421,Cardiidae,family,1/2/15/119/261838/261841/261843/261846/254030/261859,True
423,Trochidae,family,1/2/15/116/4756/422/261912,True
424,Harpacticoida,order,1/2/10/194,True
425,Diaporthales,order,1/13/17/124,True
426,Boletales,order,1/13/18/117,True
427,Liliales,order,1/12/257878/263906/115,False
428,Plecoptera,order,1/2/10/11/265025,False
429,Zingiberales,order,1/12/257878/263906/115,False
430,Cyclopoida,order,1/2/10/240789/258785/240749/262656/262657,True
431,Dipsacales,order,1/12/257878/263906/31,False
432,Phasmida,order,1/2/10/11/265025,False
433,Ephemeroptera,order,1/2/10/11/265025,False
434,Bryales,order,1/12/49/126,True
435,Pottiales,order,1/12/49/126,True
436,Proteales,order,1/12/257878/263906/31,False
439,Saccharomycetales,order,1/13/17/184,True
440,Thelephorales,order,1/13/18/117,False
441,Ostropales,order,1/13/17/125,True
442,Botryosphaeriales,order,1/13/17/120,True
443,Porellales,order,1/12/58/142,False
444,Nudibranchia,order,1/2/15/116/261864/261865/261874/261875,True
445,Alcyonacea,order,1/2/50/128,True
446,Carnivora,order,1/2/4/8,True
449,Hymenochaetales,order,1/13/18/117,True
451,Pectinidae,family,1/2/15/119/261838/261858/450,True
452,Geraniales,order,1/12/257878/263906/31,False
453,Chiroptera,order,1/2/4/8,False
454,Artiodactyla,order,1/2/4/8,False
455,Dicranales,order,1/12/49/126,True
456,Cantharellales,order,1/13/18/117,True
457,Poecilosclerida,order,1/2/56/141,True
458,Pseudoscorpiones,order,1/2/10/9,True
459,Calanoida,order,1/2/10/194,True
461,Characiformes,order,1/2/4/3/264553/264556/264561,False
462,Celastrales,order,1/12/257878/263906/31,True
463,Testudines,order,1/2/4/6,True
464,Peltigerales,order,1/13/17/125,True
465,Scorpaeniformes,order,1/2/4/3/264553/264556,True
468,Scorpiones,order,1/2/10/9,False
469,Teloschistales,order,1/13/17/125,True
470,Primates,order,1/2/4/8,False
471,Cymbellales,order,1/16/22/122,True
473,Terebratulida,order,1/2/57/144,True
474,Zygnematales,order,1/12/67/195,False
475,Leptothecata,order,1/2/50/176,True
476,Mantodea,order,1/2/10/11/265025,False
477,Leucodontales,order,1/12/49/126,False
478,Rhynchonellida,order,1/2/57/144,True
479,Sordariales,order,1/13/17/124,True
480,Sabellida,order,1/2/51/131,True
484,Polymorphinidae,family,1/16/19,True
485,Cyprinodontiformes,order,1/2/4/3/264553/264556,True
488,Ostreidae,family,1/2/15/119/261838/261858/254018,True
489,Cornales,order,1/12/257878/263906/31,False
490,Ceramiales,order,1/12/64/171,True
491,Siphonostomatoida,order,1/2/10/194,True
493,Arcidae,family,1/2/15/119/261838/261858/492,True
494,Julida,order,1/2/10/133,True
495,Actiniaria,order,1/2/50/128,True
496,Anguilliformes,order,1/2/4/3/264553/264556/264560,True
497,Commelinales,order,1/12/257878/263906/115,False
498,Spirostreptida,order,1/2/10/133,False
499,Fragilariales,order,1/16/22/500,True
500,Coscinodiscophyceae,class,1/16/22,True
501,Cephalaspidea,order,1/2/15/116/261864/261865/261866,True
502,Bacillariales,order,1/16/22/122,True
503,Rhytismatales,order,1/13/17/130,True
505,Cyclostomatida,order,1/2/55/170,True
506,Chaetothyriales,order,1/13/17/136,True
509,Ixodida,order,1/2/10/9,True
510,Anthoathecata,order,1/2/50/176,True
511,Glomerales,order,1/13/70/191,False
512,Dermaptera,order,1/2/10/11/265025,True
513,Arthoniales,order,1/13/17/213,True
514,Verrucariales,order,1/13/17/136,True
515,Fenestrida,order,1/2/55/170,True
516,Chordeumatida,order,1/2/10/133,False
517,Cetacea,order,1/2/4/8,True
518,Tricladida,order,1/2/52/287,True
519,Rhabdocoela,order,1/2/52/520,True
520,Rhabditophora,class,1/2/52,True
521,Meliolales,order,1/13/17/120,False
522,Lycopodiales,order,1/12/257878/182,False
523,Pandanales,order,1/12/257878/263906/115,False
524,Diplostraca,order,1/2/10/240789/203/258788,True
527,Ploima,order,1/2/73/196,True
529,Trepostomatida,order,1/2/55/170,True
530,Erysiphales,order,1/13/17/130,True
531,Caudata,order,1/2/4/7,False
534,Pertusariales,order,1/13/17/125,True
535,Perissodactyla,order,1/2/4/8,False
537,Valvatida,order,1/2/53/186,True
539,Pleuronectiformes,order,1/2/4/3/264553/264556,True
542,Dothideales,order,1/13/17/120,True
543,Eunicida,order,1/2/51/131,True
545,Chitonidae,family,1/2/15/211,True
547,Carditidae,family,1/2/15/119/261838/261841/261842/254040,True
549,Chaetocerotales,order,1/16/22/500,True
550,Coscinodiscales,order,1/16/22/500,True
551,Dioscoreales,order,1/12/257878/263906/115,False
552,Haplosclerida,order,1/2/56/141,True
554,Phyllachorales,order,1/13/17/124,True
555,Nautilida,order,1/2/15/127/261979,True
556,Selaginellales,order,1/12/257878/182,False
557,Apodiformes,order,1/2/4/5,False
561,Dorylaimida,order,1/2/54/562,True
562,Adenophorea,class,1/2/54,True
563,Tetraodontiformes,order,1/2/4/3/264553/264556,True
564,Enoplida,order,1/2/54/562,True
566,Orthotrichales,order,1/12/49/126,False
567,Surirellales,order,1/16/22/122,True
568,Tremellales,order,1/13/18/216,True
569,Tanaidacea,order,1/2/10/240789/258785/118,True
570,Eunotiales,order,1/16/22/122,True
571,Laboulbeniales,order,1/13/17/224,True
574,Ustilaginales,order,1/13/18/218,True
575,Triceratiales,order,1/16/22/500,True
578,Gadiformes,order,1/2/4/3/264553/264556,True
579,Cyclophyllidea,order,1/2/52/580,True
580,Neoophora,class,1/2/52,True
581,Lithobiomorpha,order,1/2/10/185,True
582,Piciformes,order,1/2/4/5,False
584,Mytilidae,family,1/2/15/119/261838/261858/583,True
585,Hookeriales,order,1/12/49/126,False
589,Lucinidae,family,1/2/15/119/261838/261841/261843/261846/588/2869,True
594,Caudovirales,order,1/595/596/597,True
595,Viruses,kingdom,1,True
598,Spatangoida,order,1/2/53/173,True
599,Peronosporales,order,1/16/79/600,True
600,Oomycetes,class,1/16/79,True
605,Geophilomorpha,order,1/2/10/185,True
606,Clupeiformes,order,1/2/4/3/264553/264556,True
607,Spirobolida,order,1/2/10/133,False
614,Costularia pantopoda,species,1/12/257878/263906/115/328/616/615,False
615,Costularia,genus,1/12/257878/263906/115/328/616,False
616,Cyperaceae,family,1/12/257878/263906/115/328,True
617,Mecoptera,order,1/2/10/11/265025,False
618,Comatulida,order,1/2/53/190,True
621,Microascales,order,1/13/17/124,True
622,Grimmiales,order,1/12/49/126,True
623,Polycladida,order,1/2/52/624,True
624,Archoophora,class,1/2/52,False
625,Corallinales,order,1/12/64/171,True
629,Mysida,order,1/2/10/240789/258785/118,True
630,Dendrochirotida,order,1/2/53/193,True
631,Burkholderiales,order,1/66/65/632,True
632,Betaproteobacteria,class,1/66/65,True
633,Cumacea,order,1/2/10/240789/258785/118,True
634,Lecideales,order,1/13/17/125,False
635,Sebacinales,order,1/13/18/117,False
636,Soricomorpha,order,1/2/4/8,False
637,Sessilia,order,1/2/10/194,True
643,Palaeocopida,order,1/2/10/138,True
644,Gigartinales,order,1/12/64/171,True
646,Galliformes,order,1/2/4/5,False
649,Enchytraeida,order,1/2/51/143,True
651,Psittaciformes,order,1/2/4/5,False
652,Orbiliales,order,1/13/17/229,True
653,Scolopendromorpha,order,1/2/10/185,True
654,Onygenales,order,1/13/17/136,True
655,Cryptostomida,order,1/2/55/170,True
658,Psammobiidae,family,1/2/15/119/261838/261841/261843/261846/254030,True
659,Gomphales,order,1/13/18/117,False
660,Monhysterida,order,1/2/54/562,True
661,Clypeasteroida,order,1/2/53/173,True
662,Actinomycetales,order,1/66/69,True
663,Dictyoceratida,order,1/2/56/141,True
664,Thalassiosirales,order,1/16/22/500,True
665,Fissidentales,order,1/12/49/126,False
669,Pedunculata,order,1/2/10/240789/258785/258882/254712/258883,True
670,Columbiformes,order,1/2/4/5,False
671,Physarales,order,1/14/76/210,False
673,Galeommatidae,family,1/2/15/119/261838/261841/261843/261846/672/1869,True
680,Flavobacteriales,order,1/66/72/681,True
681,Flavobacteria,class,1/66/72,True
682,Carcharhiniformes,order,1/2/4/177,True
683,Solifugae,order,1/2/10/9,False
684,Dilleniales,order,1/12/257878/263906/31,False
685,Pseudomonadales,order,1/66/65/178,True
686,Cystoporida,order,1/2/55/170,True
687,Strigiformes,order,1/2/4/5,False
690,Crocodylia,order,1/2/4/6,True
694,Syngnathiformes,order,1/2/4/3/264553/264556,True
695,Haplotaxida,order,1/2/51/143,True
696,Sphagnales,order,1/12/49/244,False
697,Cycadales,order,1/12/257878/263906/238,False
698,Monostilifera,order,1/2/78/699,True
699,Enopla,class,1/2/78,True
700,Myodocopida,order,1/2/10/138,True
702,Microthyriales,order,1/13/17/120,True
703,Bacteroidales,order,1/66/72,True
704,Gruiformes,order,1/2/4/5,True
706,Desmodorida,order,1/2/54/562,True
707,Thalassiophysales,order,1/16/22/122,True
709,Ophidiiformes,order,1/2/4/3/264553/264556,True
710,Polytrichales,order,1/12/49/126,False
711,Parachela,genus,1/2/4/3/264553/264556/264561/381/712,True
712,Cyprinidae,family,1/2/4/3/264553/264556/264561/381,True
716,Tetramerocerata,order,1/2/10/250,True
717,Chaetosphaeriales,order,1/13/17/124,True
720,Salmoniformes,order,1/2/4/3/264553/264556,True
722,Camarodonta,order,1/2/53/173,True
723,Beloniformes,order,1/2/4/3/264553/264556,True
724,Funariales,order,1/12/49/126,False
727,Axinellidae,family,1/2/56/141,True
728,Umbilicariales,order,1/13/17/125,False
731,Myctophiformes,order,1/2/4/3/264553/264556,True
732,Auriculariales,order,1/13/18/117,True
733,Lophiiformes,order,1/2/4/3/264553/264556,True
734,Cidaroida,order,1/2/53/173,True
735,Anseriformes,order,1/2/4/5,True
736,Acarosporales,order,1/13/17/125,False
737,Raphidioptera,order,1/2/10/11/265025,False
739,Montanoa pteropoda,species,1/12/257878/263906/31/327/366/740,False
740,Montanoa,genus,1/12/257878/263906/31/327/366,False
741,Calyptranthes pteropoda,species,1/12/257878/263906/31/342/743/742,False
742,Calyptranthes,genus,1/12/257878/263906/31/342/743,False
743,Myrtaceae,family,1/12/257878/263906/31/342,True
744,Dahlia pteropoda,species,1/12/257878/263906/31/327/366/745,False
745,Dahlia,genus,1/12/257878/263906/31/327/366,False
746,Noctuoidea,superfamily,1/2/10/11/265025/325,False
747,Noctuidae,family,1/2/10/11/265025/325/746,False
748,Ymerana pteropoda,species,1/2/51/131/750/751/749,True
749,Ymerana,genus,1/2/51/131/750/751,True
750,Terebellida,order,1/2/51/131,True
751,Ampharetidae,family,1/2/51/131/750,True
752,Mikania pteropoda,species,1/12/257878/263906/31/327/366/753,False
753,Mikania,genus,1/12/257878/263906/31/327/366,False
754,Crotalaria pteropoda,species,1/12/257878/263906/31/36/37/755,False
755,Crotalaria,genus,1/12/257878/263906/31/36/37,False
756,Polygala pteropoda,species,1/12/257878/263906/31/758/759/757,False
757,Polygala,genus,1/12/257878/263906/31/758/759,False
758,Polygalales,order,1/12/257878/263906/31,False
759,Polygalaceae,family,1/12/257878/263906/31/758,False
760,Aulopiformes,order,1/2/4/3/264553/264556,True
763,Rhizobiales,order,1/66/65/192,True
765,Suberitidae,family,1/2/56/141/254026,True
766,Paxillosida,order,1/2/53/186,True
767,Marchantiales,order,1/12/58/254,False
768,Grylloblattodea,order,1/2/10/11/265025/265026,False
769,Octopoda,order,1/2/15/127/240737/264256,True
770,Stomiiformes,order,1/2/4/3/264553/264556,True
772,Diversisporales,order,1/13/70/191,False
773,Strongylida,order,1/2/54/391,True
774,Ectocarpales,order,1/16/22/212,True
775,Atheriniformes,order,1/2/4/3/264553/264556,True
776,Ophiostomatales,order,1/13/17/124,False
777,Stomatopoda,order,1/2/10/240789/258785/118,True
778,Metzgeriales,order,1/12/58/142,False
780,Nuculidae,family,1/2/15/119/261839/254033,True
783,Lactobacillales,order,1/66/77/206,True
785,Forcipulatida,order,1/2/53/186,True
787,Leucosolenida,order,1/2/56/226,True
790,Rhodobacterales,order,1/66/65/192,True
791,Osmeriformes,order,1/2/4/3/264553/264556,True
793,Coraciiformes,order,1/2/4/5,True
794,Pilosa,order,1/2/4/8,False
796,Limidae,family,1/2/15/119/261838/261858/795/261861,True
798,Strepsiptera,order,1/2/10/11/265025,False
800,Atheliales,order,1/13/18/117,False
801,Euglenida,class,1/14/89,True
802,Charales,order,1/12/67/258,True
804,Trypetheliales,order,1/13/17/120,False
805,Lagomorpha,order,1/2/4/8,False
806,Equisetales,order,1/12/257878/121/263909,False
807,Equisetophyta,phylum,1/12,False
808,Equisetopsida,class,1/12/257878,False
810,Lichinales,order,1/13/17/267,True
811,Baeomycetales,order,1/13/17/125,False
812,Nymphaeales,order,1/12/257878/263906/31,False
814,Bdelloidea,order,1/2/73/196,True
815,Glomerida,order,1/2/10/133,False
818,Diprotodontia,order,1/2/4/8,False
821,Biddulphiales,order,1/16/22/500,True
824,Beryciformes,order,1/2/4/3/264553/264556,True
825,Chytridiales,order,1/13/80/240,True
827,Lamniformes,order,1/2/4/177,True
828,Fucales,order,1/16/22/212,True
829,Apodida,order,1/2/53/193,True
830,Systellommatophora,order,1/2/15/116/261864/261865/261866/261872,True
831,Nemaliales,order,1/12/64/171,True
832,Trechisporales,order,1/13/18/117,False
838,Osteoglossiformes,order,1/2/4/3/264553/264556/264562,False
841,Acoela,class,1/2/97/264027,True
842,Pyrenulales,order,1/13/17/136,True
843,Cladophorales,order,1/12/67/215,True
844,Halocyprida,order,1/2/10/138,True
847,Bryopsidales,order,1/12/67/848,True
848,Bryopsidophyceae,class,1/12/67,True
849,Megaloptera,order,1/2/10/11/265025,False
850,Lingulida,order,1/2/57/255,True
851,Siphonophorae,order,1/2/50/176,True
852,Cingulata,order,1/2/4/8,False
853,Dentaliida,order,1/2/15/249,True
857,Isoetales,order,1/12/257878/182,False
858,Anostraca,order,1/2/10/240789/203/258787,False
862,Corticiales,order,1/13/18/117,False
863,Rhizocarpales,order,1/13/17/125,True
864,Embioptera,order,1/2/10/11/265025,False
865,Ophioglossales,order,1/12/257878/121,False
866,Lyssacinosida,order,1/2/56/220,True
868,Trichiales,order,1/14/76/210,False
869,Mastogloiales,order,1/16/22/122,True
870,Proseriata,order,1/2/52/287,True
