taxon_id,taxon_name,rank,ancestry,marine
241433,Colchicum trigynum,species,1/12/257878/263906/115/427/1808/43477,False
241434,Colchicum androcymbioides,species,1/12/257878/263906/115/427/1808/43477,False
241436,Mesembrinibis,genus,1/2/4/5/1784/4378,False
241440,Metopidius,genus,1/2/4/5/1784/171332,False
241443,Syma,genus,1/2/4/5/793/2216,False
241446,Synophropsis,genus,1/2/10/11/265025/82/240583/265589/1049/1048,False
241447,Syrigma,genus,1/2/4/5/1784/2788,False
241450,Tama,genus,1/2/10/9/40/3852,False
241451,Pilherodius,genus,1/2/4/5/1784/2788,False
241453,Taxomyia,genus,1/2/10/11/265025/161/1047,False
241455,Pirimela,genus,1/2/10/240789/258785/118/344/265516/265521/265529/265534/265563/241287,True
241456,Micropus,genus,1/12/257878/263906/31/327/366,True
241457,Tephrina,genus,1/2/10/11/265025/325/1046/1045,False
241458,Microthlaspi,genus,1/12/257878/263906/31/1062/1061,False
241459,Pisum,genus,1/12/257878/263906/31/36/37,False
241460,Pithecophaga,genus,1/2/4/5/1784/1783,False
241461,Terathopius,genus,1/2/4/5/1784/1783,False
241462,Planktoniella,genus,1/16/22/500/664/8690,False
241463,Tersina,genus,1/2/4/5/347/1601,False
241466,Ophiuroconis miliaria,species,1/2/53/188/1939/3719/241468,True
241468,Ophiuroconis,genus,1/2/53/188/1939/3719,True
241470,Ecnomiohyla miliaria,species,1/2/4/7/254132/1459/118835,False
241471,Hydrachna miliaria,species,1/2/10/9/263163/263164/353/5418/13638,False
241472,Poekilloptera miliaria,species,1/2/10/11/265025/82/240583/265590/1271/1502/150181,False
241473,Certima miliaria,species,1/2/10/11/265025/325/1046/1045/22693,False
241474,Eloeophila miliaria,species,1/2/10/11/265025/161/1097/1096/42171,False
241475,Caenis miliaria,species,1/2/10/11/265025/433/3116/3115/10059,False
241476,Xyphosia miliaria,species,1/2/10/11/265025/161/1148/128031,False
241477,Gibberula miliaria,species,1/2/15/116/261862/337/2176/9124,True
241478,Tephritopyrgota miliaria,species,1/2/10/11/265025/161/2535/42278,False
241479,Mitrophora,genus,1/13/17/172/399/2511,False
241482,Lotus tetragonolobus,species,1/12/257878/263906/31/36/37/39104,False
241484,Alysicarpus tetragonolobus,species,1/12/257878/263906/31/36/37/50301,False
241485,Psophocarpus tetragonolobus,species,1/12/257878/263906/31/36/37/68435,False
241488,Tetrax,genus,1/2/4/5/704/5488,False
241490,Mniotilta,genus,1/2/4/5/347/2090,False
241491,Exitianus plebeius,species,1/2/10/11/265025/82/240583/265589/1049/1048/23506,False
241492,Bacteroides plebeius,species,1/66/72/703/3433/94080,False
241493,Hypena plebeius,species,1/2/10/11/265025/325/746/747/7963,False
241494,Philanisus plebeius,species,1/2/10/11/265025/369/3176/241496/241495,True
241495,Philanisus,genus,1/2/10/11/265025/369/3176/241496,True
241496,Chathamiidae,family,1/2/10/11/265025/369/3176,True
241497,Monellia,genus,1/2/10/11/265025/82/265594/265595/1075/1074,False
241498,Calliptamus plebeius plebeius,subspecies,1/2/10/11/265025/46/1091/1090/88938/241499,False
241499,Calliptamus plebeius,species,1/2/10/11/265025/46/1091/1090/88938,False
241500,Ceraphron plebeius,species,1/2/10/11/265025/326/2000/1999/10369,False
241501,Elimia potosiensis plebeius,subspecies,1/2/15/116/261862/240679/1778/10099/241502,False
241502,Elimia potosiensis,species,1/2/15/116/261862/240679/1778/10099,False
241503,Catostomus plebeius,species,1/2/4/3/264553/264556/264561/381/3138/19736,False
241504,Talara thea,species,1/2/10/11/265025/325/746/1111/19748,False
241505,Cerodrillia thea,species,1/2/15/116/261862/337/1734/52503,True
241506,Balclutha thea,species,1/2/10/11/265025/82/240583/265589/1049/1048/11670,False
241508,Odostomia thea,species,1/2/15/116/261864/261865/261866/261917/261918/1229/7970,True
241509,Ephoria thea,species,1/2/10/11/265025/325/1046/1045/206596,False
241510,Sageretia thea,species,1/12/257878/263906/31/1265/1264/89725,False
241511,Tepuibasis thea,species,1/2/10/11/265025/389/1471/241513,False
241512,Monilophyta,phylum,1,False
241513,Tepuibasis,genus,1/2/10/11/265025/389/1471,False
241514,Ketumala thea,species,1/2/10/11/265025/82/240583/265590/1271/1502/211206,False
241516,Podospermum,genus,1/12/257878/263906/31/327/366,False
241519,Podranea,genus,1/12/257878/263906/31/1093/1258,False
241520,Polycerella,genus,1/2/15/116/261864/261865/261874/261875/255287/261968/261977/2779,True
241521,Polyclinella,genus,1/2/4/35150/189/1968/2141,True
241531,Sedum mucizonia,species,1/12/257878/263906/31/336/1157/38456,False
241533,Mulsantereum,genus,1/2/10/11/265025/82/240583/265590/1271/1583,False
241534,Mycerobas,genus,1/2/4/5/347/1727,False
241536,Myinodes,genus,1/2/10/11/265025/325/1046/1045,False
241537,Psittacara acuticaudatus,species,1/2/4/5/651/1597/241546,False
241538,Potosia,genus,1/12/257878/263906/115/329/1040,False
241539,Preissia,genus,1/12/58/254/767/4870,False
241546,Psittacara,genus,1/2/4/5/651/1597,False
241552,Sticherus myriapoda,species,1/12/257878/121/338/1983/44352,False
241553,Ampullifera myriapoda,species,1/13/17/60/220903,False
241554,Thyreonotus,genus,1/2/10/11/265025/46/1088/1087,False
241556,Thyridopteryx,genus,1/2/10/11/265025/325/1224/1422,False
241557,Thyriopsis,genus,1/13/17/120/380/1592,False
241559,Tichodroma,genus,1/2/4/5/347/5124,False
241560,Myrtis,genus,1/2/4/5/557/1560,False
241561,Nandina,genus,1/12/257878/263906/31/351/1449,False
241562,Labeo nandina,species,1/2/4/3/264553/264556/264561/381/712/10394,False
241563,Tinamotis,genus,1/2/4/5/3818/3817,False
241564,Nannosciurus,genus,1/2/4/8/382/1533,False
241565,Tipanaea,genus,1/2/10/11/265025/325/1086/1085,False
241566,Nanocixius,genus,1/2/10/11/265025/82/240583/265590/1271/1345,False
241570,Nasuella,genus,1/2/4/8/446/3877,False
241574,Nauplius,genus,1/12/257878/263906/31/327/366,False
241576,Probruggmanniella,genus,1/2/10/11/265025/161/1047,False
241579,Toulgoetia,genus,1/2/10/11/265025/325/1046/1045,False
241584,Trachymela,genus,1/2/10/11/265025/324/1067/1066,False
241587,Eulemur fulvus,species,1/2/4/8/470/5717/93432,False
241588,Treptacantha,genus,1/16/22/212/828/2406,True
241589,Treptacantha algeriensis,species,1/16/22/212/828/2406/241588,True
241590,Treptacantha baccata,species,1/16/22/212/828/2406/241588,True
241591,Treptacantha sauvageauana,species,1/16/22/212/828/2406/241588,True
241592,Treptacantha barbata,species,1/16/22/212/828/2406/241588,True
241593,Treptacantha elegans,species,1/16/22/212/828/2406/241588,True
241594,Neomonachus,genus,1/2/4/8/446/2709,False
241595,Neomonachus tropicalis,species,1/2/4/8/446/2709/241594,False
241596,Treptacantha nodicaulis,species,1/16/22/212/828/2406/241588,True
241597,Neomonachus schauinslandi,species,1/2/4/8/446/2709/241594,False
241598,Treptacantha abies-marina,species,1/16/22/212/828/2406/241588,True
241599,Neonelsonia,genus,1/12/257878/263906/31/352/1071,False
241600,Trichothraupis,genus,1/2/4/5/347/1601,False
241601,Neovison,genus,1/2/4/8/446/1645,True
241602,Trisateles,genus,1/2/10/11/265025/325/746/747,False
241603,Neozephyrus,genus,1/2/10/11/265025/325/1057/1081,False
241604,Propylea,genus,1/2/10/11/265025/324/1313/1312,False
241605,Propylea quatuordecimpunctata,species,1/2/10/11/265025/324/1313/1312/241604,False
241606,Scena propylea,species,1/2/10/11/265025/325/746/1111/241607,False
241607,Scena,genus,1/2/10/11/265025/325/746/1111,False
241608,Salobrena propylea,species,1/2/10/11/265025/325/1086/1121/135965,False
241609,Proboscis propylea,species,1/2/10/11/265025/325/1057/1056/241610,False
241610,Proboscis,genus,1/2/10/11/265025/325/1057/1056,False
241611,Prosopomyia,genus,1/2/10/11/265025/161/1393,False
241612,Protonotaria,genus,1/2/4/5/347/2090,False
241613,Psammodiscus,genus,1/2/4/3/264553/264556/539/2583,True
241615,Pselliophorus,genus,1/2/4/5/347/1831,False
241618,Pseudaphya,genus,1/2/4/3/264553/264556/264536/264564/1225,True
241619,Nephthys,genus,1/2/51/131/402/3166,True
241620,Pseudenargia,genus,1/2/10/11/265025/325/746/747,False
241621,Nesomys,genus,1/2/4/8/382/1323,False
241622,Pseudepidalea,genus,1/2/4/7/254132/1534,False
241623,Pseudobissetia,genus,1/2/10/11/265025/325/1086/1085,False
241624,Pseudobryopsis,genus,1/12/67/848/847/6602,True
241625,Pseudoleistes,genus,1/2/4/5/347/2460,True
241628,Hexaplex rudis,species,1/2/15/116/261862/337/1177/34915,False
241629,Hexaplex duplex,species,1/2/15/116/261862/337/1177/34915,True
241630,Hexaplex brevicanthos,species,1/2/15/116/261862/337/1177/34915,False
241631,Hexaplex campanii,species,1/2/15/116/261862/337/1177/34915,False
241632,Hexaplex brassica,species,1/2/15/116/261862/337/1177/34915,True
241633,Hexaplex fulvescens,species,1/2/15/116/261862/337/1177/34915,True
241641,Pseudorlaya,genus,1/12/257878/263906/31/352/1071,False
241642,Pseudosphinx,genus,1/2/10/11/265025/325/1193/1256,False
241643,Pterapogon,genus,1/2/4/3/264553/264556/264536/264563/1760,True
241644,Tubastraea micranthus,species,1/2/50/128/377/2073/85755,True
241647,Tubastraea caboverdiana,species,1/2/50/128/377/2073/85755,True
241648,Tubastraea coccinea,species,1/2/50/128/377/2073/85755,True
241649,Uratelornis,genus,1/2/4/5/793/240578,False
241651,Pterocnemia,genus,1/2/4/5/54229/54882,False
241652,Vaccaria,genus,1/12/257878/263906/31/331/1073,False
241653,Varecia,genus,1/2/4/8/470/5717,False
241654,Varroa,genus,1/2/10/9/395/241655,False
241655,Varroidae,family,1/2/10/9/395,False
241657,Pycreus,genus,1/12/257878/263906/115/328/616,False
241658,Pygochelidon,genus,1/2/4/5/347/2866,False
241660,Pyrois,genus,1/2/10/11/265025/325/746/747,False
241663,Quercusia,genus,1/2/10/11/265025/325/1057/1081,False
241664,Querula,genus,1/2/4/5/347/2948,False
241666,Quisqualis,genus,1/12/257878/263906/31/342/1472,False
241667,Recoropha,genus,1/2/10/11/265025/325/746/747,False
241668,Recurvirostra,genus,1/2/4/5/1784/3301,True
241669,Polyommatus violetae,species,1/2/10/11/265025/325/1057/1081/8397,False
241670,Halffterinetis violetae,species,1/2/10/11/265025/324/1079/1128/241671,False
241671,Halffterinetis,genus,1/2/10/11/265025/324/1079/1128,False
241672,Onthophagus violetae,species,1/2/10/11/265025/324/1079/1117/7650,False
241676,Mesopolobus rhabdophagae,species,1/2/10/11/265025/326/1113/1156/12110,False
241677,Platygaster rhabdophagae,species,1/2/10/11/265025/324/1038/1037/7915,False
241683,Vultur,genus,1/2/4/5/1784/5735,False
241684,Waynea,genus,1/13/17/125/360/1273,False
241685,Wittmackanthus,genus,1/12/257878/263906/31/1051/1050,False
241686,Rhaphigaster,genus,1/2/10/11/265025/82/241072/241363/1355/1354,False
241687,Rhaphigaster nebulosa,species,1/2/10/11/265025/82/241072/241363/1355/1354/241686,False
241688,Wollemia,genus,1/12/257878/174/416/2799,False
241689,Rhegmatophila,genus,1/2/10/11/265025/325/746/1176,False
241690,Xanthogramma,genus,1/2/10/11/265025/161/1099,False
241691,Rhinechis,genus,1/2/4/6/346/241284/1178,False
241692,Xenichthys,genus,1/2/4/3/264553/264556/343/2142,True
241693,Rhithropanopeus,genus,1/2/10/240789/258785/118/344/265516/265521/265529/265534/265571/3558,True
241694,Rhizedra,genus,1/2/10/11/265025/325/746/747,False
241695,Rhynchonycteris,genus,1/2/4/8/453/3881,False
241704,Rhyncomya cuprea,species,1/2/10/11/265025/161/2822/16124,False
241705,Eurhyncomyia diversicolor,species,1/2/10/11/265025/161/2822/226166,False
241706,Rhypagla,genus,1/2/10/11/265025/325/746/747,False
241710,Romneya,genus,1/12/257878/263906/31/1248/1247,False
241711,Tuberaria guttata,species,1/12/257878/263906/31/1216/1456/52247,False
241712,Tuberaria commutata,species,1/12/257878/263906/31/1216/1456/52247,False
241713,Tuberaria globulariifolia,species,1/12/257878/263906/31/1216/1456/52247,False
241714,Tuberaria brevipes,species,1/12/257878/263906/31/1216/1456/52247,False
241715,Rosmarinus,genus,1/12/257878/263906/31/330/1053/38169,False
241723,Rusina,genus,1/2/10/11/265025/325/746/747,False
241727,Ruzenia,genus,1/13/17/124/479/1689,False
241729,Yersinella,genus,1/2/10/11/265025/46/1088/1087,False
241730,Knemodynerus excellens,species,1/2/10/11/265025/326/1055/1183/34480,False
241731,Zebrilus,genus,1/2/4/5/1784/2788,False
241732,Zeuxidiplosis,genus,1/2/10/11/265025/161/1047,False
241733,Zicrona,genus,1/2/10/11/265025/82/241072/241363/1355/1354,False
241734,Zoonavena,genus,1/2/4/5/557/2429,False
241741,Sarcocornia,genus,1/12/257878/263906/31/331/14655,True
241742,Sarcops,genus,1/2/4/5/347/2660,False
241743,Zygoptera,suborder,1/2/10/11/265025/389,False
241744,Gaudichaudia zygoptera,species,1/2/10/240789/258785/118/344/265516/265521/265529/265534/265571/1616/84965,False
241745,Aeschnophlebia zygoptera,species,1/2/10/11/265025/389/1866/241747,False
241746,Satrapa,genus,1/2/4/5/347/1554,False
241747,Aeschnophlebia,genus,1/2/10/11/265025/389/1866,False
241748,Micromacromia zygoptera,species,1/2/10/11/265025/389/1407/241749,False
241749,Micromacromia,genus,1/2/10/11/265025/389/1407,False
241750,Epoligosita zygoptera,species,1/2/10/11/265025/326/1113/1614/121930,False
241752,Achnanthes flexella,species,1/16/22/122/1755/1754/7718,True
241753,Acrosorium ciliolatum,species,1/12/64/171/490/2485/240447,True
241754,Acrosymphyton purpuriferum,species,1/12/64/171/644/240449/240448,True
241755,Abelia grandiflora,species,1/12/257878/263906/31/431/1199/85174,False
241757,Abies alba,species,1/12/257878/174/416/1277/39872,False
241758,Abies concolor,species,1/12/257878/174/416/1277/39872,False
241759,Abies koreana,species,1/12/257878/174/416/1277/39872,False
241760,Abies lasiocarpa,species,1/12/257878/174/416/1277/39872,False
241761,Coprinellus saccharinus,species,1/13/18/117/333/1373/11304,False
241762,Abies grandis,species,1/12/257878/174/416/1277/39872,False
241763,Abies nordmanniana,species,1/12/257878/174/416/1277/39872,False
241764,Abies pinsapo,species,1/12/257878/174/416/1277/39872,False
241765,Copris hispanicus,species,1/2/10/11/265025/324/1079/1117/8552,False
241766,Abra alba,species,1/2/15/119/261838/261841/261843/261846/254030/1421/2332/20707,True
241767,Copris hispanus,species,1/2/10/11/265025/324/1079/1117/8552,False
241768,Copris lunaris,species,1/2/10/11/265025/324/1079/1117/8552,False
241769,Copsychus albospecularis,species,1/2/4/5/347/1605/23923,False
241770,Abra longicallus,species,1/2/15/119/261838/261841/261843/261846/254030/1421/2332/20707,True
241771,Copsychus malabaricus,species,1/2/4/5/347/1605/23923,False
241772,Abra nitida,species,1/2/15/119/261838/261841/261843/261846/254030/1421/2332/20707,True
241773,Copsychus saularis,species,1/2/4/5/347/1605/23923,False
241774,Abra prismatica,species,1/2/15/119/261838/261841/261843/261846/254030/1421/2332/20707,True
241775,Abraxas grossulariata,species,1/2/10/11/265025/325/1046/1045/9476,False
241776,Abraxas pantaria,species,1/2/10/11/265025/325/1046/1045/9476,False
241777,Ileodictyon gracile,species,1/13/18/117/935/2607/196758,False
241778,Abrostola canariensis,species,1/2/10/11/265025/325/746/747/22762,False
241779,Ilex aquifolium,species,1/12/257878/263906/31/462/1519/38300,False
241780,Abrostola tripartita,species,1/2/10/11/265025/325/746/747/22762,False
241781,Abudefduf sordidus,species,1/2/4/3/264553/264556/343/1670/79675,True
241782,Aburria cujubi,species,1/2/4/5/4361/4360/120158,False
241783,Aburria cumanensis,species,1/2/4/5/4361/4360/120158,False
241785,Aburria jacutinga,species,1/2/4/5/4361/4360/120158,False
241786,Abutilon grandifolium,species,1/12/257878/263906/31/349/1070/42477,False
241793,Abutilon hybridum,species,1/12/257878/263906/31/349/1070/42477,False
241794,Abutilon pictum,species,1/12/257878/263906/31/349/1070/42477,False
241795,Abutilon striatum,species,1/12/257878/263906/31/349/1070/42477,False
241796,Ilia nucleus,species,1/2/10/240789/258785/118/344/265516/265521/265529/265534/265557/1944/168700,True
241797,Abutilon theophrasti,species,1/12/257878/263906/31/349/1070/42477,False
241798,Illecebrum verticillatum,species,1/12/257878/263906/31/331/1073/128407,False
241799,Acacia baileyana,species,1/12/257878/263906/31/36/37/9930,False
241800,Illinoia liriodendri,species,1/2/10/11/265025/82/265594/265595/1075/1074/23232,False
241801,Acacia cyclops,species,1/12/257878/263906/31/36/37/9930,False
241802,Acacia dealbata,species,1/12/257878/263906/31/36/37/9930,False
241803,Acacia leucolobia,species,1/12/257878/263906/31/36/37/9930,False
241805,Coracias benghalensis,species,1/2/4/5/793/6736/100984,False
241806,Acacia dentifera,species,1/12/257878/263906/31/36/37/9930,False
241807,Acacia veronica,species,1/12/257878/263906/31/36/37/9930,False
241808,Coracias caudatus,species,1/2/4/5/793/6736/100984,False
241809,Acacia karroo,species,1/12/257878/263906/31/36/37/9930,False
241810,Coracias garrulus,species,1/2/4/5/793/6736/100984,False
241811,Impatiens balfourii,species,1/12/257878/263906/31/452/1572/13483,False
241812,Coracina boyeri,species,1/2/4/5/347/2663/9852,False
241813,Acacia longifolia,species,1/12/257878/263906/31/36/37/9930,False
241814,Impatiens balsamina,species,1/12/257878/263906/31/452/1572/13483,False
241815,Coracina macei,species,1/2/4/5/347/2663/9852,False
241816,Impatiens glandulifera,species,1/12/257878/263906/31/452/1572/13483,False
241817,Acacia macracantha,species,1/12/257878/263906/31/36/37/9930,False
241818,Coracina melanoptera,species,1/2/4/5/347/2663/9852,False
241819,Acacia mearnsii,species,1/12/257878/263906/31/36/37/9930,False
241820,Coracina melas,species,1/2/4/5/347/2663/9852,False
241821,Coracina papuensis,species,1/2/4/5/347/2663/9852,False
241822,Acacia melanoxylon,species,1/12/257878/263906/31/36/37/9930,False
241823,Coracina schisticeps,species,1/2/4/5/347/2663/9852,False
241824,Acacia cochlearis,species,1/12/257878/263906/31/36/37/9930,False
241825,Coracopsis nigra,species,1/2/4/5/651/1597/155433,False
241826,Acacia retinodes,species,1/12/257878/263906/31/36/37/9930,False
241827,Coragyps atratus,species,1/2/4/5/1784/5735/188118,False
241828,Acacia anceps,species,1/12/257878/263906/31/36/37/9930,False
241829,Corallorhiza trifida,species,1/12/257878/263906/115/329/1040/73852,False
241830,Pieris brassicae,species,1/2/10/11/265025/325/1057/1382/17312,False
241831,Acacia saligna,species,1/12/257878/263906/31/36/37/9930,False
241832,Acacia cupularis,species,1/12/257878/263906/31/36/37/9930,False
241833,Impatiens hawkeri,species,1/12/257878/263906/31/452/1572/13483,False
241834,Corapipo altera,species,1/2/4/5/347/3479/240752,False
241835,Pieris cheiranthi,species,1/2/10/11/265025/325/1057/1382/17312,False
241836,Impatiens noli-tangere,species,1/12/257878/263906/31/452/1572/13483,False
241837,Corbicula fluminea,species,1/2/15/119/261838/261841/261843/261846/412/261856/9580/9578,True
241838,Pieris ergane,species,1/2/10/11/265025/325/1057/1382/17312,False
241839,Impatiens parviflora,species,1/12/257878/263906/31/452/1572/13483,False
241840,Cordulegaster bidentata,species,1/2/10/11/265025/389/4226/19391,False
241841,Acalitus phloeocoptes,species,1/2/10/9/1406/1435/94587,False
241842,Cordulegaster boltonii,species,1/2/10/11/265025/389/4226/19391,False
241843,Acalypha wilkesiana,species,1/12/257878/263906/31/335/1063/28445,False
241844,Cordyceps militaris,species,1/13/17/124/378/1804/9600,False
241845,Acanthaclisis occitanica,species,1/2/10/11/265025/375/1261/122870,False
241846,Cordyline australis,species,1/12/257878/263906/115/329/1094/44282,False
241847,Impatiens sodenii,species,1/12/257878/263906/31/452/1572/13483,False
241848,Acanthacris ruficornis,species,1/2/10/11/265025/46/1091/1090/116327,False
241849,Acanthacris ruficornis ruficornis,subspecies,1/2/10/11/265025/46/1091/1090/116327/241848,False
241850,Impatiens walleriana,species,1/12/257878/263906/31/452/1572/13483,False
241851,Acanthaster planci,species,1/2/53/186/537/118378/118377,True
241852,Imperatoria ostruthium,species,1/12/257878/263906/31/352/1071/66010,False
241853,Acanthella acuta,species,1/2/56/141/2201/5098/94675,True
241854,Inachus communissimus,species,1/2/10/240789/258785/118/344/265516/265521/265529/265534/4385/3086/34896,True
241855,Acanthocardia aculeata,species,1/2/15/119/261838/261841/261843/261846/254030/261859/421/40462,True
241856,Corema album,species,1/12/257878/263906/31/341/49668/134043,False
241857,Pieris manni,species,1/2/10/11/265025/325/1057/1382/17312,False
241858,Corema azoricum,species,1/12/257878/263906/31/341/49668/134043,False
241859,Pieris mannii,species,1/2/10/11/265025/325/1057/1382/17312,False
241860,Coremacera marginata,species,1/2/10/11/265025/161/1888/44081,False
241861,Pieris napi,species,1/2/10/11/265025/325/1057/1382/17312,False
241862,Coreopsis grandiflora,species,1/12/257878/263906/31/327/366/45738,False
241863,Pieris rapae,species,1/2/10/11/265025/325/1057/1382/17312,False
241864,Acanthocardia paucicostata,species,1/2/15/119/261838/261841/261843/261846/254030/261859/421/40462,True
241865,Pieris japonica,species,1/12/257878/263906/31/341/1082/262902,False
241866,Coreopsis tinctoria,species,1/12/257878/263906/31/327/366/45738,False
241867,Piezodorus guildinii,species,1/2/10/11/265025/82/241072/241363/1355/1354/76497,False
241868,Coreopsis verticillata,species,1/12/257878/263906/31/327/366/45738,False
241869,Coreopsis delphiniifolia,species,1/12/257878/263906/31/327/366/45738,False
241870,Piezodorus lituratus,species,1/2/10/11/265025/82/241072/241363/1355/1354/76497,False
241871,Coriandrum sativum,species,1/12/257878/263906/31/352/1071/109584,False
241872,Pilea microphylla,species,1/12/257878/263906/31/1186/1200/38627,False
241873,Pilea tenerrima,species,1/12/257878/263906/31/1186/1200/38627,False
241874,Coriolopsis gallica,species,1/13/18/117/374/1182/41489,False
241875,Acanthocardia spinosa,species,1/2/15/119/261838/261841/261843/261846/254030/261859/421/40462,True
241876,Pilherodius pileatus,species,1/2/4/5/1784/2788/241451,False
241877,Coriomeris denticulatus,species,1/2/10/11/265025/82/241072/241363/83/84/88077,False
241878,Acanthocardia tuberculata,species,1/2/15/119/261838/261841/261843/261846/254030/261859/421/40462,True
241879,Pilosella castellana,species,1/12/257878/263906/31/327/366/38005,False
241880,Acanthochitona crinita,species,1/2/15/211/2182/2727/12994,True
241881,Pilosella officinarum,species,1/12/257878/263906/31/327/366/38005,False
241882,Acanthocinus aedilis,species,1/2/10/11/265025/324/1034/46577,False
241883,Incurvaria masculella,species,1/2/10/11/265025/325/2484/4965/33782,False
241884,Pilosella peleteriana,species,1/12/257878/263906/31/327/366/38005,False
241885,Acanthodactylus erythrurus,species,1/2/4/6/346/265473/265478/1594/20963,False
241886,Infundibulicybe geotropa,species,1/13/18/117/333/1197/40233,False
241887,Pilosella tardans,species,1/12/257878/263906/31/327/366/38005,False
241888,Acanthoscurria juruenicola,species,1/2/10/9/40/1624/98857,False
241889,Pilumnus hirtellus,species,1/2/10/240789/258785/118/344/265516/265521/265529/265534/265562/2127/10505,True
241890,Inga edulis,species,1/12/257878/263906/31/36/37/13673,False
241891,Inga feuilleei,species,1/12/257878/263906/31/36/37/13673,False
241892,Pilumnus spinifer,species,1/2/10/240789/258785/118/344/265516/265521/265529/265534/265562/2127/10505,True
241893,Pilumnus villosissimus,species,1/2/10/240789/258785/118/344/265516/265521/265529/265534/265562/2127/10505,True
241894,Inga insignis,species,1/12/257878/263906/31/36/37/13673,False
241895,Inocybe appendiculata,species,1/13/18/117/333/1190/7638,False
241896,Inocybe geophylla,species,1/13/18/117/333/1190/7638,False
241897,Coris monspeliensis,species,1/12/257878/263906/31/1126/1125/254129,False
241898,Pimelia costata,species,1/2/10/11/265025/324/1102/1101/10305,False
241899,Cormobates placens,species,1/2/4/5/347/150754/166614,False
241900,Cornifrons ulceratalis,species,1/2/10/11/265025/325/1086/1085/240755,False
241902,Inocybe godeyi,species,1/13/18/117/333/1190/7638,False
241903,Acanthurus lineatus,species,1/2/4/3/264553/264556/343/2520/13289,True
241904,Inocybe nitidiuscula,species,1/13/18/117/333/1190/7638,False
241905,Acanthurus olivaceus,species,1/2/4/3/264553/264556/343/2520/13289,True
241906,Inocybe oblectabilis,species,1/13/18/117/333/1190/7638,False
241907,Inocybe glabrodisca,species,1/13/18/117/333/1190/7638,False
241908,Acanthurus tennentii,species,1/2/4/3/264553/264556/343/2520/13289,True
241909,Pimelia fornicata,species,1/2/10/11/265025/324/1102/1101/10305,False
241910,Pimelia fornicata fornicata,subspecies,1/2/10/11/265025/324/1102/1101/10305/241909,False
241911,Acanthurus triostegus,species,1/2/4/3/264553/264556/343/2520/13289,True
241912,Pimelia fornicata bathyglypta,subspecies,1/2/10/11/265025/324/1102/1101/10305/241909,False
241913,Acanthurus xanthopterus,species,1/2/4/3/264553/264556/343/2520/13289,True
241914,Inocybe pseudohiulca,species,1/13/18/117/333/1190/7638,False
241915,Acanthus mollis,species,1/12/257878/263906/31/1093/1092/78360,False
241916,Acanthus spinosus,species,1/12/257878/263906/31/1093/1092/78360,False
241917,Accipiter badius,species,1/2/4/5/1784/1783/264730/9737,False
241918,Accipiter gentilis,species,1/2/4/5/1784/1783/264730/264731,False
241919,Accipiter gularis,species,1/2/4/5/1784/1783/264730/9737,False
241920,Inocybe rufuloides,species,1/13/18/117/333/1190/7638,False
241921,Accipiter nisus,species,1/2/4/5/1784/1783/264730/9737,False
241923,Inocybe exilis,species,1/13/18/117/333/1190/7638,False
241924,Accipiter striatus,species,1/2/4/5/1784/1783/264730/9737,False
241925,Pimelia radula,species,1/2/10/11/265025/324/1102/1101/10305,False
241926,Inocybe tenebrosa,species,1/13/18/117/333/1190/7638,False
241927,Cornus kousa,species,1/12/257878/263906/31/489/1890/39629,False
241928,Accipiter trivirgatus,species,1/2/4/5/1784/1783/264730/9737,False
241929,Pimelia radula oromii,subspecies,1/2/10/11/265025/324/1102/1101/10305/241925,False
241930,Pimelia radula granulata,subspecies,1/2/10/11/265025/324/1102/1101/10305/241925,False
241931,Inonotus hispidus,species,1/13/18/117/449/1274/10456,False
241932,Cornus mas,species,1/12/257878/263906/31/489/1890/39629,False
241933,Pimelia radula radula,subspecies,1/2/10/11/265025/324/1102/1101/10305/241925,False
241934,Cornus sanguinea,species,1/12/257878/263906/31/489/1890/39629,False
241935,Inonotus tamaricis,species,1/13/18/117/449/1274/10456,False
241936,Pimenta dioica,species,1/12/257878/263906/31/342/743/52873,False
241937,Cornutiplusia circumflexa,species,1/2/10/11/265025/325/746/747/200698,False
241938,Pimpinella anisum,species,1/12/257878/263906/31/352/1071/40163,False
241939,Coronella austriaca,species,1/2/4/6/346/241284/1178/99520,False
241940,Inula helenioides,species,1/12/257878/263906/31/327/366/25753,False
241941,Pimpinella aromatica,species,1/12/257878/263906/31/352/1071/40163,False
241942,Coronella girondica,species,1/2/4/6/346/241284/1178/99520,False
241943,Inula helenium,species,1/12/257878/263906/31/327/366/25753,False
241944,Pimpinella villosa,species,1/12/257878/263906/31/352/1071/40163,False
241945,Inula helvetica,species,1/12/257878/263906/31/327/366/25753,False
241946,Inula montana,species,1/12/257878/263906/31/327/366/25753,False
241947,Inula orientalis,species,1/12/257878/263906/31/327/366/25753,False
241948,Inula salicina,species,1/12/257878/263906/31/327/366/25753,False
241949,Coronilla dura,species,1/12/257878/263906/31/36/37/47899,False
241950,Pinctada imbricata,species,1/2/15/119/261838/261858/254018/261860/3009/34606,True
241952,Coronilla juncea,species,1/12/257878/263906/31/36/37/47899,False
241953,Coronilla minima,species,1/12/257878/263906/31/36/37/47899,False
241955,Acer buergerianum,species,1/12/257878/263906/31/350/1167/38260,False
241956,Acer campestre,species,1/12/257878/263906/31/350/1167/38260,False
241957,Iole indica,species,1/2/4/5/347/2204/50120,False
